CIPCode,CIPArea,CIPTitle,CIPDefinition
14.3701,14,Operations Research.,"A program that focuses on the development and application of complex mathematical or simulation models to solve problems involving operational systems, where the system concerned is subject to human intervention.  Includes instruction in advanced multivariate analysis, application of judgment and statistical tests, optimization theory and techniques, resource allocation theory, mathematical modeling, control theory, statistical analysis, and applications to specific research problems."
14.3801,14,Surveying Engineering.,"A program that prepares individuals to apply scientific and mathematical principles to the determination of the location, elevations, and alignment of natural and manmade topographic features.  Includes instruction in property line location, surveying, surface measurement, aerial and terrestrial photogrammetry, remote sensing, satellite imagery, global positioning systems, computer applications, and photographic data processing."
14.3901,14,Geological/Geophysical Engineering.,"A program that prepares individuals to apply mathematical and geological principles to the analysis and evaluation of engineering problems, including the geological evaluation of construction sites, the analysis of geological forces acting on structures and systems, the analysis of potential natural resource recovery sites, and applied research on geological phenomena."
14.4001,14,Paper Science and Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development, and manufacturing of pulp and paper products. Includes instruction in pulp and paper science, pulping and bleaching processes, paper structure and processes, pulp and paper manufacturing, coating technology, surface and colloid science, and fibers."
14.4101,14,Electromechanical Engineering.,"A program that prepares individuals to apply scientific and mathematical principles to the problems associated with combining electrical and mechanical components with special emphasis on manufacturing and automated processes. Includes instruction in applied mechanics, instrumentation and monitoring, machine design, automated control techniques, fluid and thermal dynamics, circuit analysis, and solid state electronics."
14.4201,14,"Mechatronics, Robotics, and Automation Engineering.","A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of computer controlled electro-mechanical systems and products with embedded electronics, sensors, and actuators; and which includes, but is not limited to, automata, robots and automation systems. Includes instruction in mechanical engineering, electronic and electrical engineering, computer and software engineering, and control engineering."
14.4301,14,Biochemical Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the study of biochemical processes in living organisms, properties of biological materials, and processes using biochemical agents such as cells, enzymes, and antibodies. Includes instruction in biology, chemistry, physics, biochemistry, thermodynamics, fluid dynamics, bioprocesses, and chemical engineering."
14.4401,14,Engineering Chemistry.,"A program that focuses on the general application of chemical principles to the analysis and evaluation of engineering problems, such as development of electronic materials, solid-state science and technology, polymers, ceramics, and biomaterials. Includes instruction in physical chemistry, organic chemistry, materials science, chemical processes and systems, chemical reaction engineering, biochemical engineering, engineering mathematics, classical and modern physics, and computer science."
14.4501,14,Biological/Biosystems Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design, development and management of biological systems; and includes applications to biology, biochemistry, ecology, and microbiology. Includes instruction in organic chemistry; microbiology; biochemistry; chemical, biological, biochemical, and process engineering; thermodynamics; process control; kinetics and reactor design; electric circuits; biosystem modeling; and bioelectronics and instrumentation."
14.4701,14,Electrical and Computer Engineering.,"A program that prepares individuals to apply mathematical and scientific principles to the design and development of computer systems. Includes instruction in computer architecture, cybersecurity, electronic circuits, electromagnetism, electronic materials and design, micro-fabrication methods and techniques, signal and image processing, and wireless communication networks."
14.4801,14,"Energy Systems Engineering, General.","A program that prepares individuals to apply mathematical and scientific principles to the design, development and operational evaluation of energy generation, storage, conversion, and distribution systems. Includes instruction in conventional and alternative/renewable energy systems, electrical power systems, and electrical system design."
14.4802,14,Power Plant Engineering.,"A program that prepares individuals to plan electrical systems and modify existing electrical systems that generate and use large amounts of electricity required for distribution networks that are economical, safe, and functional. Includes instruction in alternative/renewable energy systems; calculus; circuit analysis; electrical power systems and industry practices; electrical system design; microprocessor architecture; motor control systems; power electronics operation, planning and protection; programmable logic controllers; and project management."
15.0001,15,Applied Engineering Technologies/Technicians.,"A program that generally prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in the management and design of systems, execution of new product designs, improvement of manufacturing processes, and the management and direction of the physical or technical functions of an organization. Includes instruction in basic engineering principles, project management, industrial processes, production and operations management, systems integration and control, quality control, and statistics."
15.0101,15,Architectural Engineering Technologies/Technicians.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of architects, engineers and planners engaged in designing and developing buildings, urban complexes, and related systems.  Includes instruction in design testing procedures, building site analysis, model building and computer graphics, engineering drawing, structural systems testing, analysis of prototype mechanical and interior systems, test equipment operation and maintenance, and report preparation."
15.0201,15,Civil Engineering Technologies/Technicians.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of civil engineers engaged in designing and executing public works projects such as highways, dams, bridges, tunnels and other facilities.  Includes instruction in site analysis, structural testing procedures, field and laboratory testing procedures, plan and specification preparation, test equipment operation and maintenance, and report preparation."
15.0303,15,"Electrical, Electronic, and Communications Engineering Technology/Technician.","A program that prepares individuals to apply basic engineering principles and technical skills in support of electrical, electronics and communication engineers.  Includes instruction in electrical circuitry, prototype development and testing, systems analysis and testing, systems maintenance, instrument calibration, and report preparation."
15.0304,15,Laser and Optical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using lasers and other optical for commercial or research purposes.  Includes instruction in laser and optical principles, testing and maintenance procedures, safety precautions, specific applications to various tasks, and report preparation."
15.0305,15,Telecommunications Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to help design and implement telecommunications systems.  Includes instruction in communications protocol, data networking, digital compression algorithms, digital signal processing, Internet access, object-oriented and relational databases, and programming languages."
15.0306,15,Integrated Circuit Design Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to design circuits in microelectronics. Includes instruction in circuit design, circuit layout, circuit analysis, computer-aided drafting, and semi-conductor technologies."
15.0307,15,Audio Engineering Technology/Technician.,"A program of study that prepares individuals to apply mathematical and scientific principles to the mixing, recording, and production of music. Includes instruction in acoustics, audio mixing, audio production, audio recording, computer composition of music, music theory, digital devices, and sound technology."
15.0401,15,Biomedical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing biological or medical systems and products.  Includes instruction in instrument calibration, design and installation testing, system safety and maintenance procedures, procurement and installation procedures, and report preparation."
15.0403,15,Electromechanical/Electromechanical Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing and testing automated, servomechanical, and other electromechanical systems.  Includes instruction in prototype testing, manufacturing and operational testing, systems analysis and maintenance procedures, and report preparation."
15.0404,15,Instrumentation Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing control and measurement systems and procedures.  Includes instruction in instrumentation design and maintenance, calibration, design and production testing and scheduling, automated equipment functions, applications to specific industrial tasks, and report preparation."
15.0405,15,Robotics Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using robots.  Includes instruction in the principles of robotics, design and operational testing, system maintenance and repair procedures, robot computer systems and control language, specific system types and applications to specific industrial tasks, and report preparation."
15.0406,15,Automation Engineer Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, installing, calibrating, modifying and maintaining automated systems. Includes instruction in computer systems; electronics and instrumentation; programmable logic controllers (PLCs); electric, hydraulic and pneumatic control systems; actuator and sensor systems; process control; robotics; applications to specific industrial tasks; and report preparation."
15.0407,15,"Mechatronics, Robotics, and Automation Engineering Technology/Technician.","A program that prepares individuals to apply basic engineering principles and technical skills in the support of engineers to the design, development, and operational evaluation of autonomous, computer-controlled, electro-mechanical systems. Includes instruction in computer and software engineering, control engineering, electronic and electrical engineering, mechanical engineering, and robotics."
15.0501,15,"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician.","A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using air conditioning, refrigeration, ventilation, and heating systems. Includes instruction in principles of heating and cooling technology, design and operational testing, inspection and maintenance procedures, installation and operation procedures, and report preparation."
15.0506,15,Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using water storage, waterpower, and wastewater treatment systems.  Includes instruction in water storage, power and/or treatment systems and equipment; testing and inspection procedures; system maintenance procedures; and report preparation."
15.0507,15,Environmental/Environmental Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using indoor and outdoor environmental pollution control systems.  Includes instruction in environmental safety principles, testing and sampling procedures, laboratory techniques, instrumentation calibration, safety and protection procedures, equipment maintenance, and report preparation."
15.0508,15,Hazardous Materials Management and Waste Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in identifying and disposing of hazardous materials.  Includes instruction in environmental safety principles, biohazard identification, testing and sampling procedures, laboratory techniques, instrumentation calibration, hazardous waste disposal procedures and systems, safety and protection procedures, equipment maintenance, and report preparation."
15.0607,15,Plastics and Polymer Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using industrial polymers.  Includes instruction in the principles of macromolecular chemistry, polymerization and plastic manufacturing processes and equipment, design and operational testing procedures, equipment maintenance and repair procedures, safety procedures, applications to specific products, and report preparation."
15.0611,15,Metallurgical Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and metallurgists engaged in developing and using industrial metals and manufacturing processes.  Includes instruction in principles of metallurgy, related manufacturing systems, laboratory techniques, testing and inspection procedures, instrument calibration, system and equipment maintenance and repair, applications to specific processes, and report preparation."
15.0612,15,Industrial Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of industrial engineers and managers.  Includes instruction in optimization theory, human factors, organizational behavior, industrial processes, industrial planning procedures, computer applications, and report and presentation  preparation."
15.0613,15,Manufacturing Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to the identification and resolution of production problems in the manufacture of products.  Includes instruction in machine operations, production line operations, engineering analysis, systems analysis, instrumentation, physical controls, automation, computer-aided manufacturing (CAM), manufacturing planning, quality control, and informational infrastructure."
15.0614,15,Welding Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to the design and engineering of welding and joining systems and the implementation of welding processes.  Includes instruction in materials science; computer-aided design; welding design; welding processes; welding metallurgy; automation and robotics; and codes, inspections, testing, and quality assurance."
15.0615,15,Chemical Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the production and utilization of chemicals on an industrial scale. Includes instruction in organic chemistry, inorganic chemistry, analytical chemistry, biochemistry, thermodynamics, fluid mechanics, industrial processes, instrumental analysis, sampling and monitoring, and chemical and environmental safety."
15.0616,15,Semiconductor Manufacturing Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to operate and monitor equipment for the fabrication of semiconductors or microchips from silicon wafers, and to troubleshoot, maintain, and repair the specialized equipment used in this process. Includes instruction in AC and DC circuits, digital fundamentals, solid state devices, manufacturing processes, vacuum principles and technology, industrial electronics, quality assurance, and semiconductor manufacturing technology."
15.0617,15,Composite Materials Technology/Technician.,"A program of study that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the development, manufacture, and use of composite materials in aircraft technology, automotive technology, boats, medical prostheses, and wind turbines. Includes instruction in computer-aided design and drafting, composite materials and processes, composite maintenance, composite manufacturing, composite repair, material science, and mold manufacturing and production."
15.0701,15,Occupational Safety and Health Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in maintaining job-related health and safety standards.  Includes instruction in safety engineering principles, inspection and monitoring procedures, testing and sampling procedures, laboratory techniques, applications to specific work environments, and report preparation."
15.0702,15,Quality Control Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in maintaining consistent manufacturing and construction standards.  Includes instruction in quality control systems management principles, technical standards applicable to specific engineering and manufacturing projects, testing procedures, inspection procedures, related instrumentation and equipment operation and maintenance, and report preparation."
15.0703,15,Industrial Safety Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to assist engineers and other professionals in implementing and enforcing industrial safety standards to mitigate damage, reduce risks, and prevent accidents. Includes instruction in industrial processes, industrial hygiene, injury prevention, toxicology, ergonomics, risk analysis, system and process safety, safety performance measurement, human factors, human behavior, and applicable law and regulations."
15.0704,15,Hazardous Materials Information Systems Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to assist engineers and other professionals in implementing, monitoring, and enforcing hazardous materials management and removal.  Includes instruction in environmental science, environmental health, human behavior, economics, management science, information systems and applications, and communication skills."
15.0705,15,Process Safety Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in developing methods to mitigate damage, reduce risks, and prevent accidents. Includes instruction in design for injury prevention, engineering for process safety, environmental psychology, function-based risk analysis, fundamentals of industrial engineering, operations research, probability and statistics, risk assessment and reduction, and safety engineering."
15.0801,15,Aeronautical/Aerospace Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, manufacturing and testing aircraft, spacecraft and their systems.  Includes instruction in aircraft/spacecraft systems technology, design and development testing, prototype and operational testing, inspection and maintenance procedures, instrument calibration, test equipment operation and maintenance, and report preparation."
15.0803,15,Automotive Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing, manufacturing and testing self-propelled ground vehicles and their systems.  Includes instruction in vehicular systems technology, design and development testing, prototype and operational testing, inspection and maintenance procedures, instrument calibration, test equipment operation and maintenance, and report preparation."
15.0805,15,Mechanical/Mechanical Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in the design and development phases of a wide variety of projects involving mechanical systems.  Includes instruction in principles of mechanics, applications to specific engineering systems, design testing procedures, prototype and operational testing and inspection procedures, manufacturing system-testing procedures, test equipment operation and maintenance, and report preparation."
15.0806,15,Marine Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in shipboard mechanical and electrical engineering and the maintenance and operation of marine engines, including gas, diesel, and steam engines. Includes instruction in automation, diesel-powered systems, electrical circuits and systems, engine performance, hydraulics, manufacturing, motor-powered systems, refrigeration and air-conditioning, steam-powered systems, and welding."
15.0807,15,Motorsports Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the design, construction, and repair of vehicles used in racing and motorsports. Includes instruction in aerodynamics, design, vehicle dynamics, performance engines, fluid mechanics, computer-aided design (CAD), mechanical engineering, and welding."
15.0901,15,Mining Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the development and operation of mines and related mineral processing facilities.  Includes instruction in principles of mineral extraction and related geology, mineral field mapping and site analysis, testing and sampling methods, instrument calibration, assay analysis, test equipment operation and maintenance, mine environment and safety monitoring procedures, mine inspection procedures, and report preparation."
15.0903,15,Petroleum Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in the development and operation of oil and natural gas extraction and processing facilities.  Includes instruction in principles of petroleum extraction and related geology, petroleum field mapping and site analysis, testing and sampling methods, instrument calibration, laboratory analysis, test equipment operation and maintenance, environment and safety monitoring procedures for oil/gas fields and facilities, facility inspection procedures, and report preparation."
15.1001,15,Construction Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers, engineering contractors and other professionals engaged in the construction of buildings and related structures.  Includes instruction in basic structural engineering principles and construction techniques, building site inspection, site supervision, construction personnel supervision, plan and specification interpretation, supply logistics and procurement, applicable building codes, and report preparation."
15.1102,15,Surveying Technology/Surveying.,"A program that prepares individuals to apply mathematical and scientific principles to the delineation, determination, planning and positioning of land tracts, land and water boundaries, land contours and features; and the preparation of related maps, charts and reports.  Includes instruction in applied geodesy, computer graphics, photointerpretation, plane and geodetic surveying, mensuration, traversing, survey equipment operation and maintenance, instrument calibration, and basic cartography."
15.1103,15,Hydraulics and Fluid Power Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing and using fluid power and transportation systems.  Includes instruction in fluid mechanics and hydraulics principles, fluid power systems, pipeline and pumping systems, design and operational testing, inspection and maintenance procedures, related instrumentation, and report preparation."
15.1201,15,Computer Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of computer engineers engaged in designing and developing computer systems and installations.  Includes instruction in computer electronics and programming, prototype development and testing, systems installation and testing, solid state and microminiature circuitry, peripheral equipment, and report preparation."
15.1202,15,Computer/Computer Systems Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of professionals who use computer systems.  Includes instruction in basic computer design and architecture, programming, problems of specific computer applications, component and system maintenance and inspection procedures, hardware and software problem diagnosis and repair, and report preparation."
15.1203,15,Computer Hardware Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to support engineers in designing computer hardware and peripheral systems.  Includes instruction in computer systems design, computer architecture, computer electronics, processors, peripherals, testing equipment, and computer manufacturing processes."
15.1204,15,Computer Software Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills to support engineers in developing, implementing, and evaluating computer software and program applications.  Includes instruction in computer programming,  programming languages, databases, user interfaces, networking and warehousing, encryption and security, software testing and evaluation, and customization."
15.1301,15,"Drafting and Design Technology/Technician, General.","A program that prepares individuals to generally apply technical skills to create working drawings and computer simulations for a variety of applications.  Includes instruction in specification interpretation, dimensioning techniques, drafting calculations, material estimation, technical communications, computer applications, and interpersonal communications."
15.1302,15,CAD/CADD Drafting and/or Design Technology/Technician.,"A program that prepares individuals to apply technical skills and advanced computer software and hardware to the creation of graphic representations and simulations in support of engineering projects.  Includes instruction in engineering graphics, two-dimensional and three-dimensional engineering design, solids modeling, engineering animation, computer-aided drafting (CAD), computer-aided design (CADD), and auto-CAD techniques."
15.1303,15,Architectural Drafting and Architectural CAD/CADD.,"A program that prepares individuals to apply technical knowledge and skills to develop working drawings and electronic simulations for architectural and related construction projects.  Includes instruction in basic construction and structural design, architectural rendering, architectural-aided drafting (CAD), layout and designs, architectural blueprint interpretation, building materials, and basic structural wiring diagramming."
15.1304,15,Civil Drafting and Civil Engineering CAD/CADD.,"A program that prepares individuals to apply technical knowledge and skills to develop working drawing and electronic simulations in support of civil engineers, geological engineers, and related professionals.  Includes instruction in basic civil engineering principles, geological and seismographic mapping, machine drafting, computer-aided drafting (CAD), pipe drafting, survey interpretation, and blueprint reading."
15.1305,15,Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.,"A program that prepares individuals to apply technical knowledge and skills to develop working schematics and representations in support of electrical/electronic engineers, computer engineers, and related professionals.  Includes instruction in basic electronics, electrical systems and computer layouts; electrode-mechanical drafting; manufacturing circuitry; computer-aided drafting (CAD); and electrical systems specification interpretation."
15.1306,15,Mechanical Drafting and Mechanical Drafting CAD/CADD.,"A program that prepares individuals to apply technical knowledge and skills to develop working drawings and electronic simulations in support of mechanical and industrial engineers, and related professionals.  Includes instruction in manufacturing materials and processes, mechanical drafting, electrode-mechanical drafting, basic metallurgy, geometric dimensioning and tolerancing, blueprint reading, and technical communication."
15.1307,15,3-D Modeling and Design Technology/Technician.,"A program that prepares individuals to apply technical knowledge and skills in the use of three-dimensional (3-D) computer technology to create technical illustrations and models used in manufacturing, design, production, and construction. Includes instruction in 3-D computer-aided design (CAD), 3-D printing, 3-D model design and construction, and 3-D scanning."
15.1401,15,Nuclear Engineering Technology/Technician.,"A program that prepares individuals to apply basic engineering, knowledge and technical skills in support of engineer and other professionals operating nuclear facilities and engaged in nuclear applications and safety procedures.  Includes instruction in physics, nuclear science, nuclear systems, nuclear plant and systems design, radiological safety, radiological applications, and applicable law and regulations."
15.1501,15,Engineering/Industrial Management.,"A program that focuses on the application of engineering principles to the planning and operational management of industrial and manufacturing operations, and prepares individuals to plan and manage such operations.  Includes instruction in accounting, engineering economy, financial management, industrial and human resources management, industrial psychology, management information systems, mathematical modeling and optimization, quality control, operations research, safety and health issues, and environmental program management."
15.1502,15,Engineering Design.,"An instructional program that prepares individuals to apply mathematical and scientific principles to engineering problems involving marrying or coordinating multiple dissimilar systems to carry out single functions or achieve common purposes, organizing system components for maximum flexibility and utility, planning engineering projects involving multiple tasks and design solutions, planning design testing and evaluation procedures, resolving specification and requirement conflicts, and choosing among competing theoretical solutions. Note: this program was re-instated after being deleted from CIP 2000; previously, it was coded as 14.2901."
15.1503,15,Packaging Science.,"A program that focuses on the application of scientific, technological, design, and business principles to the development of packages and packaging materials, including raw material production, conversion of raw materials into usable forms, design, distribution, and post-use recycling and reuse. Includes instruction in principles of packaging, materials sciences, distribution and transportation, engineering and technology, graphic design, packaging regulations, and business and marketing."
15.1601,15,Nanotechnology.,"A program that prepares individuals to apply mathematical, scientific, and engineering principles and technical skills to manipulate matter at the atomic and molecular level (in the range of 1-100 nanometers) and to design, fabricate, and integrate nanoscale structures, devices, and systems. Includes instruction in materials science, thermodynamics, nanomaterials, nanoelectronics, and nano/micro device fabrication and testing."
15.1701,15,Energy Systems Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing energy-efficient systems or monitoring energy use.  Includes instruction in principles of energy conservation, instrumentation calibration, monitoring systems and test procedures, energy loss inspection procedures, energy conservation techniques, and report preparation."
15.1702,15,Power Plant Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers engaged in the operation and maintenance of electricity generating power plants. Includes instruction in basic electricity, electrical power, generator operations, industrial controls, power plant instrumentation, power plant theory, pollution control, reactor theory, thermodynamics, turbines, and water chemistry."
15.1703,15,Solar Energy Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing solar-powered energy systems.  Includes instruction in solar energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation."
15.1704,15,Wind Energy Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing wind-powered energy systems. Includes instruction in wind energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation."
15.1705,15,Hydroelectric Energy Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing hydroelectric energy systems. Includes instruction in hydroelectric energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation."
15.1706,15,Geothermal Energy Technology/Technician.,"A program that prepares individuals to apply basic engineering principles and technical skills in support of engineers and other professionals engaged in developing geothermal energy systems. Includes instruction in geothermal energy principles, energy storage and transfer technologies, testing and inspection procedures, system maintenance procedures, and report preparation."
16.0101,16,"Foreign Languages and Literatures, General.",A general program that focuses on one or more modern foreign languages that is not specific as to the name of the language(s) studied; that is otherwise undifferentiated; or that introduces students to language studies at the basic/elementary level.
16.0102,16,Linguistics.,"A program that focuses on language, language development, and relationships among languages and language groups from a humanistic and/or scientific perspective.  Includes instruction in subjects such as psycholinguistics, behavioral linguistics, language acquisition, sociolinguistics, mathematical and computational linguistics, grammatical theory and theoretical linguistics, philosophical linguistics, philology and historical linguistics, comparative linguistics, phonetics, phonemics, dialectology, semantics, functional grammar and linguistics, language typology, lexicography, morphology and syntax, orthography, stylistics, structuralism, rhetoric, and applications to artificial intelligence."
16.0103,16,Language Interpretation and Translation.,"A program that prepares individuals to be professional interpreters and/or translators of documents and data files, either from English or (Canadian) French into another language or languages or vice versa.  Includes intensive instruction in one or more foreign languages plus instruction in subjects such as single- and multiple-language interpretation, one- or two-way interpretation, simultaneous interpretation, general and literary translation, business translation, technical translation, and other specific applications of linguistic skills."
16.0104,16,Comparative Literature.,"A program that focuses on two or more literary traditions in the original languages or in translation.  Includes instruction in comparative linguistics; applicable foreign languages; English/French language and literature; literary criticism; and applications to genre, period, national, and textual studies as well as literary forms such as poetry, prose, and drama."
16.0105,16,Applied Linguistics.,"A program that focuses on language-related concerns in the everyday world, including language education, acquisition of first and additional languages, discourse analysis, language assessment, literacy, and language policy and planning.  Includes instruction in linguistic theory; language teaching and learning; discourse analysis; language and cognition; and language, culture, and identity."
16.0201,16,"African Languages, Literatures, and Linguistics.","A program that focuses on one or more of the languages native to the African continent, including, but not limited to, Bantu languages, Nilo-Saharan languages, Niger-Congo languages, Khoisan languages, and the Chadic and Ethiopic languages of the Hamito-Semitic language family. Includes instruction in philology, dialects, and oral and written literatures."
16.0301,16,Chinese Language and Literature.,"A program that focuses on the languages of China and associated dialects and literature. Includes instruction in philology; linguistics; dialects and pidgins; and applications to business, science/technology, and other settings."
16.0302,16,Japanese Language and Literature.,"A program that focuses on the Japanese language. Includes instruction in philology; Ancient, Medieval, and Modern Japanese; dialects; and applications to business, science/technology, and other settings."
16.0303,16,Korean Language and Literature.,"A program that focuses on the Korean language. Includes instruction in philology; dialects; and applications to business, science/technology, and other settings."
16.0304,16,Tibetan Language and Literature.,"A program that focuses on the Tibetan language. Includes instruction in philology; secular and religious Tibetan; dialects; and applications to business, science/technology, Buddhist studies, and other settings."
16.0401,16,"Baltic Languages, Literatures, and Linguistics.","A program that focuses on the languages of the Baltic peoples, including, but not limited to, the modern languages of Latvian and Lithuanian, and extinct languages such as Old Prussian and Curionian. Includes instruction in philology; literature; and applications to business, science/technology, and other settings."
16.0402,16,Russian Language and Literature.,"A program that focuses on the Russian language. Includes instruction in philology; dialects; literature; and applications to business, science/technology, and other settings."
16.0404,16,Albanian Language and Literature.,"A program that focuses on the Albanian language. Includes instruction in Albanian/Illyrian philology; Ghegg and Tosk dialects; and applications to business, science/technology, and other settings."
16.0405,16,Bulgarian Language and Literature.,"A program that focuses on the Bulgarian language.  Includes instruction in philology; literature; and applications to business, science/technology, and other settings."
16.0406,16,Czech Language and Literature.,"A program that focuses on the Czech language.  Includes instruction in philology; literature; and applications to business, science/technology, and other settings."
16.0407,16,Polish Language and Literature.,"A program that focuses on the Polish language.  Includes instruction in philology; dialects; literature; and applications to business, science/technology, and other settings."
16.0408,16,"Bosnian, Serbian, and Croatian Languages and Literatures.","A program that focuses on the Bosnian, Serbian and/or Croatian languages. Includes instruction in philology; dialects; and applications to business, science/technology, and other settings."
16.0409,16,Slovak Language and Literature.,"A program that focuses on the Slovak language.  Includes instruction in philology; dialects; literature; and applications to business, science/technology, and other settings."
16.0410,16,Ukrainian Language and Literature.,"A program that focuses on the Ukrainian language.  Includes instruction in philology; dialects; literature; and applications to business, science/technology, and other settings."
16.0501,16,German Language and Literature.,"A program that focuses on the German language and related dialects. Includes instruction in philology; dialects; and applications to business, science/technology, and other settings."
16.0502,16,"Scandinavian Languages, Literatures, and Linguistics.","A program that focuses on one or more of the languages, literatures, and linguistics of the peoples of Scandinavia and associated Northern European island groups.  Programs may involve multiple languages and language families, not be specific as to the name of the language(s) studied, or be otherwise undifferentiated."
16.0503,16,Danish Language and Literature.,"A program that focuses on the Danish language and related dialects. Includes instruction in philology; literature; and applications to business, science/technology, and other settings."
16.0504,16,Dutch/Flemish Language and Literature.,"A program that focuses on the Dutch language and related dialects. Includes instruction in philology; literature; Dutch Creoles; and applications to business, science/technology, and other settings."
16.0505,16,Norwegian Language and Literature.,"A program that focuses on the Norwegian language and related dialects. Includes instruction in philology; dialects; literature; and applications to business, science/technology, and other settings."
